Sample Name,Variety,Replicate,Section,HPH Energy,nanopaper.rep,Weight (g),Thickness (mm),Density (g/cm3),Porosity (%),Grammage (g/m2),? (%),UTS (MPa),E (GPa),UT (MJ m-3),TI,Strain*,UTS*,E*,UT *,TI*
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,3,0.2176,0.0878,1.101493293,24.55525392,96.71111111,3.31,111.92,7.7,2.5,101.6075184,3.31,111.92,7.7,2.5,101.6075184
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,4,0.217,0.0865,1.114964676,23.63255646,96.44444444,3.08,108.89,7.72,2.26,97.66228687,3.08,108.89,7.72,2.26,97.66228687
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,5,0.2165,0.0856,1.124091381,23.00743965,96.22222222,2.95,106.79,7.38,2.1,95.00117321,2.95,106.79,7.38,2.1,95.00117321
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,6,0.216,0.0851,1.128084606,22.73393107,96,3.65,117.06,7.59,2.92,103.7688125,3.65,117.06,7.59,2.92,103.7688125
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,7,0.2161,0.0846,1.135277121,22.24129308,96.04444444,3.48,114.34,7.74,2.72,100.7154975,3.48,114.34,7.74,2.72,100.7154975
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,8,0.2155,0.0863,1.109823613,23.98468406,95.77777778,0.99,62.43,7.98,0.34,56.25218213,,,,,
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,9,0.1915,0.0765,1.112563544,23.79701754,85.11111111,3.74,120.85,7.15,3.05,108.6230091,3.74,120.85,7.15,3.05,108.6230091
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,10,0.1918,0.0779,1.094280416,25.04928654,85.24444444,1.59,83.44,7.64,0.81,76.2510219,,,,,
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,11,0.1885,0.0767,1.092278719,25.18638908,83.77777778,3.54,117.23,7.18,2.81,107.3260862,3.54,117.23,7.18,2.81,107.3260862
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,12,0.1877,0.0758,1.100557021,24.6193821,83.42222222,3.29,115.68,7.93,2.55,105.1104102,3.29,115.68,7.93,2.55,105.1104102
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,13,0.1892,0.0755,1.113760118,23.71506043,84.08888889,4.02,123.81,7.68,3.4,111.1639733,4.02,123.81,7.68,3.4,111.1639733
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,14,0.1921,0.0759,1.124871907,22.95397894,85.37777778,1.75,92.02,8.61,1,81.80486986,,,,,
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,15,0.1919,0.0763,1.117809815,23.4376839,85.28888889,2.94,110.73,7.91,2.18,99.05978504,2.94,110.73,7.91,2.18,99.05978504
GreenleafBMR-1-Leaf-M,GreenleafBMR,1,Leaf,M,16,0.1898,0.0756,1.115814227,23.57436802,84.35555556,3.28,110.35,7.93,2.46,98.89639094,3.28,110.35,7.93,2.46,98.89639094
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,1,0.196,0.0743,1.172424106,19.69697901,87.11111111,3.36,121.25,7.86,2.76,103.4182079,3.36,121.25,7.86,2.76,103.4182079
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,2,0.1945,0.0761,1.135932253,22.19642104,86.44444444,2.44,104.75,8.1,1.67,92.21500643,2.44,104.75,8.1,1.67,92.21500643
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,3,0.1932,0.0752,1.141843972,21.79150879,85.86666667,2.46,107.52,8.51,1.75,94.16347826,2.46,107.52,8.51,1.75,94.16347826
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,4,0.1947,0.0743,1.164647824,20.22960109,86.53333333,1.17,75.96,7.94,0.51,65.22143297,,,,,
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,5,0.1982,0.0775,1.136630824,22.14857367,88.08888889,3.23,114.31,8.4,2.53,100.5691536,3.23,114.31,8.4,2.53,100.5691536
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,6,0.1959,0.0742,1.173405211,19.62978006,87.06666667,2.78,111.97,7.81,2.06,95.4231317,2.78,111.97,7.81,2.06,95.4231317
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,7,0.1956,0.0745,1.16689038,20.07600135,86.93333333,1.34,84.76,8.71,0.65,72.6375,,,,,
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,8,0.1961,0.0749,1.163625575,20.29961816,87.15555556,3.13,117.26,8.13,2.48,100.7712468,3.13,117.26,8.13,2.48,100.7712468
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,9,0.2001,0.0781,1.138711054,22.00609218,88.93333333,1.78,92.57,7.88,0.99,81.29366942,1.78,92.57,7.88,0.99,81.29366942
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,10,0.1991,0.0791,1.118696446,23.37695574,88.48888889,2.12,94.78,7.43,1.28,84.72360874,2.12,94.78,7.43,1.28,84.72360874
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,11,0.1986,0.0785,1.124416136,22.98519617,88.26666667,2.04,93.32,7.39,1.2,82.99418429,2.04,93.32,7.39,1.2,82.99418429
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,12,0.1975,0.0777,1.12970113,22.62321029,87.77777778,1,66.18,7.89,0.36,58.58186582,,,,,
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,13,0.1992,0.078,1.135042735,22.25734691,88.53333333,1.53,88.3,8.54,0.81,77.79442771,1.53,88.3,8.54,0.81,77.79442771
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,14,0.1975,0.0788,1.11393119,23.70334315,87.77777778,0.51,37.6,8.12,0.1,33.75432911,,,,,
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,15,0.1991,0.0792,1.117283951,23.47370201,88.48888889,2.33,102.12,7.46,1.52,91.40022099,2.33,102.12,7.46,1.52,91.40022099
GreenleafBMR-1-Leaf-H,GreenleafBMR,1,Leaf,H,16,0.1997,0.0767,1.157178039,20.74123024,88.75555556,1.13,74.21,8.19,0.46,64.13014897,,,,,
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,1,0.2228,0.1028,0.963251189,34.02389117,99.02222222,3.12,108.55,6.62,2.18,112.6912702,3.12,108.55,6.62,2.18,112.6912702
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,2,0.2223,0.0995,0.992964824,31.98871068,98.8,2.53,105.02,7.01,1.64,105.7640688,2.53,105.02,7.01,1.64,105.7640688
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,3,0.2223,0.0991,0.996972755,31.71419488,98.8,2.45,104.02,6.79,1.59,104.3358502,2.45,104.02,6.79,1.59,104.3358502
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,4,0.2222,0.0988,0.999550157,31.53766045,98.75555556,2.29,97.99,7.56,1.42,98.03409991,2.29,97.99,7.56,1.42,98.03409991
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,5,0.2249,0.0994,1.00558909,31.12403492,99.95555556,2.36,99.53,7,1.48,98.97680969,2.36,99.53,7,1.48,98.97680969
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,6,0.2232,0.0975,1.017435897,30.31260976,99.2,1.58,82.08,7.21,0.78,80.6733871,,,,,
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,7,0.2224,0.0986,1.002479153,31.33704434,98.84444444,2.21,93.11,6.83,1.28,92.87973696,2.21,93.11,6.83,1.28,92.87973696
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,8,0.2232,0.0972,1.020576132,30.09752523,99.2,3.25,115.53,7.07,2.45,113.2007661,3.25,115.53,7.07,2.45,113.2007661
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,9,0.2289,0.1001,1.016317016,30.38924546,101.7333333,4.08,104.72,6.55,2.78,103.0387156,4.08,104.72,6.55,2.78,103.0387156
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,10,0.2265,0.1045,0.963317384,34.01935723,100.6666667,2.62,79.84,6.81,1.38,82.8802649,2.62,79.84,6.81,1.38,82.8802649
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,11,0.2283,0.1024,0.990885417,32.13113584,101.4666667,1.78,68.29,7.13,0.78,68.91816032,,,,,
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,12,0.2297,0.1002,1.018851187,30.21567216,102.0888889,3.3,92.58,6.07,1.99,90.86704832,3.3,92.58,6.07,1.99,90.86704832
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,13,0.2298,0.1029,0.992549401,32.01716433,102.1333333,4.16,106.23,5.91,2.86,107.0274184,4.16,106.23,5.91,2.86,107.0274184
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,14,0.2289,0.1008,1.009259259,30.87265348,101.7333333,2.4,77.99,6.23,1.21,77.27449541,2.4,77.99,6.23,1.21,77.27449541
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,15,0.2275,0.0988,1.023391813,29.90467035,101.1111111,3.02,88.42,6.44,1.75,86.39897143,3.02,88.42,6.44,1.75,86.39897143
GreenleafBMR-2-Sheath-L,GreenleafBMR,2,Sheath,L,16,0.2256,0.0981,1.022086306,29.9940886,100.2666667,1.76,67.84,6.28,0.73,66.37404255,,,,,
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,1,0.2126,0.0925,1.021501502,30.03414373,94.48888889,2.9,109.34,7.64,2.08,107.0385113,2.9,109.34,7.64,2.08,107.0385113
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,2,0.2118,0.0906,1.038999264,28.83566684,94.13333333,3.38,122.79,7.5,2.72,118.1810269,3.38,122.79,7.5,2.72,118.1810269
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,3,0.2144,0.0928,1.026819923,29.66986826,95.28888889,3.06,109.93,7.29,2.21,107.058694,3.06,109.93,7.29,2.21,107.058694
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,4,0.2136,0.0926,1.025197984,29.78095999,94.93333333,2.79,106.38,8.27,1.97,103.765323,2.79,106.38,8.27,1.97,103.765323
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,5,0.2125,0.0914,1.03330902,29.22540958,94.44444444,2.53,103.53,7.73,1.69,100.19268,2.53,103.53,7.73,1.69,100.19268
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,6,0.2125,0.0931,1.014440864,30.51774904,94.44444444,1.28,73.53,7.78,0.54,72.48327882,,,,,
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,7,0.2129,0.092,1.028502415,29.55462908,94.62222222,1.61,84.36,7.58,0.82,82.02217003,,,,,
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,8,0.2127,0.0921,1.026420557,29.6972221,94.53333333,1.71,87.94,7.69,0.9,85.67638223,1.71,87.94,7.69,0.9,85.67638223
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,9,0.2135,0.0931,1.019214703,30.19077374,94.88888889,2.32,92.04,6.98,1.36,90.30481967,2.32,92.04,6.98,1.36,90.30481967
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,10,0.2115,0.091,1.032967033,29.24883336,94,4.2,129.22,7.63,3.61,125.0959574,4.2,129.22,7.63,3.61,125.0959574
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,11,0.2122,0.0931,1.013008712,30.61584163,94.31111111,3.61,116.08,7.12,2.75,114.5893402,3.61,116.08,7.12,2.75,114.5893402
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,12,0.2138,0.092,1.032850242,29.25683277,95.02222222,2.83,103.71,7.2,1.91,100.4114593,2.83,103.71,7.2,1.91,100.4114593
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,13,0.2137,0.0908,1.046010768,28.35542682,94.97777778,1.66,82.29,7.47,0.83,78.6703182,1.66,82.29,7.47,0.83,78.6703182
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,14,0.2102,0.0913,1.023244493,29.91476074,93.42222222,2.22,93.41,7.67,1.32,91.28805542,2.22,93.41,7.67,1.32,91.28805542
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,15,0.2118,0.091,1.034432234,29.14847709,94.13333333,1.71,83.68,7.44,0.87,80.89461756,1.71,83.68,7.44,0.87,80.89461756
GreenleafBMR-2-Sheath-M,GreenleafBMR,2,Sheath,M,16,0.2106,0.092,1.017391304,30.31566409,93.6,1.15,66.41,7.74,0.43,65.27478632,,,,,
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,1,0.1948,0.0761,1.137684333,22.07641552,86.57777778,3.31,124.45,7.87,2.73,109.3888668,3.31,124.45,7.87,2.73,109.3888668
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,2,0.1926,0.0772,1.10880829,24.0542267,85.6,2.4,105.62,8.2,1.65,95.25542056,2.4,105.62,8.2,1.65,95.25542056
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,3,0.189,0.0758,1.10817942,24.09730003,84,3.13,116.18,8.29,2.43,104.838619,3.13,116.18,8.29,2.43,104.838619
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,4,0.1944,0.0774,1.11627907,23.54252947,86.4,3.49,125.56,8.15,2.96,112.4808333,3.49,125.56,8.15,2.96,112.4808333
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,5,0.1914,0.0766,1.110530896,23.93623997,85.06666667,1.05,70.6,8.01,0.42,63.57319749,,,,,
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,6,0.1901,0.0761,1.110235071,23.956502,84.48888889,1.39,80.84,8.07,0.67,72.81340873,,,,,
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,7,0.1926,0.0756,1.132275132,22.44690875,85.6,2.51,110.46,8.39,1.83,97.55579439,2.51,110.46,8.39,1.83,97.55579439
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,8,0.1937,0.0764,1.126817917,22.82069059,86.08888889,0.21,4.07,2.44,0.01,3.611941146,,,,,
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,9,0.1911,0.075,1.132444444,22.43531202,84.93333333,3.79,129.37,7.92,3.29,114.2395997,3.79,129.37,7.92,3.29,114.2395997
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,10,0.1922,0.076,1.123976608,23.01530081,85.42222222,4.05,132.94,8.36,3.63,118.2764828,4.05,132.94,8.36,3.63,118.2764828
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,11,0.1876,0.0761,1.095634399,24.956548,83.37777778,2.06,97.04,8.47,1.28,88.56969083,2.06,97.04,8.47,1.28,88.56969083
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,12,0.1903,0.0752,1.124704492,22.96544577,84.57777778,3.42,122.05,8.63,2.82,108.5173936,3.42,122.05,8.63,2.82,108.5173936
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,13,0.1907,0.0756,1.121105232,23.2119704,84.75555556,4.37,138.43,8.15,4.05,123.476366,4.37,138.43,8.15,4.05,123.476366
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,14,0.1902,0.0761,1.110819098,23.91650016,84.53333333,3.07,115.53,7.72,2.35,104.0043336,3.07,115.53,7.72,2.35,104.0043336
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,15,0.1903,0.0755,1.120235467,23.27154334,84.57777778,1.77,92.2,8.68,1.02,82.30412507,1.77,92.2,8.68,1.02,82.30412507
GreenleafBMR-2-Sheath-H,GreenleafBMR,2,Sheath,H,16,0.1872,0.076,1.094736842,25.01802451,83.2,1.33,77.58,8.57,0.57,70.86634615,,,,,
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,1,0.1831,0.103,0.790075512,45.88523888,81.37777778,1.88,62.76,5.31,0.73,79.43544511,1.88,62.76,5.31,0.73,79.43544511
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,2,0.1862,0.1026,0.806584362,44.75449574,82.75555556,1.83,63.7,5.65,0.73,78.975,1.83,63.7,5.65,0.73,78.975
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,3,0.1843,0.101,0.8110011,44.45197944,81.91111111,1.67,63.19,6.09,0.65,77.91604721,1.67,63.19,6.09,0.65,77.91604721
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,4,0.187,0.1026,0.810049816,44.5171359,83.11111111,2.5,70.97,5.86,1.16,87.61189572,2.5,70.97,5.86,1.16,87.61189572
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,5,0.185,0.1014,0.810870042,44.46095605,82.22222222,2.4,73.13,5.57,1.12,90.18707838,2.4,73.13,5.57,1.12,90.18707838
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,6,0.1834,0.1026,0.794455274,45.58525521,81.51111111,2.23,67.93,5.63,0.98,85.50512814,2.23,67.93,5.63,0.98,85.50512814
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,7,0.1849,0.1024,0.802517361,45.03305746,82.17777778,1.73,63.8,5.76,0.67,79.49983775,1.73,63.8,5.76,0.67,79.49983775
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,8,0.1825,0.1017,0.797552715,45.37310172,81.11111111,1.37,55.08,5.25,0.44,69.06126575,1.37,55.08,5.25,0.44,69.06126575
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,9,0.1877,0.1027,0.812290382,44.36367247,83.42222222,2.68,70.11,5.2,1.22,86.3114984,2.68,70.11,5.2,1.22,86.3114984
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,10,0.1874,0.1046,0.796260888,45.46158301,83.28888889,1.23,47.49,5.45,0.35,59.64125667,,,,,
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,11,0.1843,0.1031,0.794482164,45.58341342,81.91111111,2.16,62.47,5.66,0.84,78.62983315,2.16,62.47,5.66,0.84,78.62983315
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,12,0.1858,0.102,0.809586057,44.54890023,82.57777778,2.67,73.4,6.09,1.28,90.66361679,2.67,73.4,6.09,1.28,90.66361679
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,13,0.1882,0.1041,0.803500907,44.96569128,83.64444444,2.63,70.8,6.02,1.23,88.11439957,2.63,70.8,6.02,1.23,88.11439957
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,14,0.1857,0.1028,0.802853437,45.01003856,82.53333333,2.55,67.72,5.8,1.13,84.34914378,2.55,67.72,5.8,1.13,84.34914378
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,15,0.1883,0.1041,0.803927847,44.93644882,83.68888889,2.07,61.83,6.02,0.83,76.90988715,2.07,61.83,6.02,0.83,76.90988715
GreenleafBMR-1-Stem-L,GreenleafBMR,1,Stem,L,16,0.1873,0.1021,0.815322668,44.15598162,83.24444444,1.22,48.78,5.33,0.35,59.82907368,,,,,
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,1,0.1981,0.0959,0.918085969,37.11739937,88.04444444,2.57,87.8,5.99,1.45,95.63374558,2.57,87.8,5.99,1.45,95.63374558
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,2,0.199,0.0949,0.931975179,36.16608366,88.44444444,2.29,85.37,6.88,1.28,91.60115201,2.29,85.37,6.88,1.28,91.60115201
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,3,0.1983,0.0953,0.924798881,36.65761091,88.13333333,2.29,81.4,6.34,1.19,88.01913767,2.29,81.4,6.34,1.19,88.01913767
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,4,0.1994,0.096,0.923148148,36.77067478,88.62222222,1.92,75.97,6.14,0.91,82.29448345,1.92,75.97,6.14,0.91,82.29448345
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,5,0.1983,0.0935,0.942602496,35.43818524,88.13333333,3.57,102.77,6.52,2.46,109.0279312,3.57,102.77,6.52,2.46,109.0279312
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,6,0.1977,0.0946,0.928823115,36.38197843,87.86666667,2.33,84.43,6.33,1.26,90.89997724,2.33,84.43,6.33,1.26,90.89997724
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,7,0.1996,0.0962,0.922152922,36.83884095,88.71111111,3.38,96.5,6.31,2.19,104.6464178,3.38,96.5,6.31,2.19,104.6464178
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,8,0.197,0.0945,0.926513815,36.54014963,87.55555556,1.88,71.94,6.32,0.85,77.64590102,1.88,71.94,6.32,0.85,77.64590102
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,9,0.2022,0.0969,0.927416581,36.47831639,89.86666667,3.46,93.43,6.55,2.14,100.7422144,3.46,93.43,6.55,2.14,100.7422144
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,10,0.1993,0.0953,0.929462516,36.33818383,88.57777778,3.59,95.47,5.99,2.31,102.7152772,3.59,95.47,5.99,2.31,102.7152772
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,11,0.2016,0.0958,0.935281837,35.93960019,89.6,3.21,91.74,6.4,1.97,98.08808036,3.21,91.74,6.4,1.97,98.08808036
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,12,0.2065,0.1035,0.886741814,39.2642593,91.77777778,3.42,85.61,5.29,1.95,96.54444915,3.42,85.61,5.29,1.95,96.54444915
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,13,0.2017,0.0947,0.946615042,35.16335331,89.64444444,2.23,76.57,6.07,1.1,80.88821393,2.23,76.57,6.07,1.1,80.88821393
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,14,0.2022,0.0955,0.941012216,35.54710847,89.86666667,2.8,85.78,6.59,1.59,91.15715875,2.8,85.78,6.59,1.59,91.15715875
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,15,0.2023,0.0957,0.939510043,35.64999706,89.91111111,2.66,84.99,6.15,1.48,90.46204523,2.66,84.99,6.15,1.48,90.46204523
GreenleafBMR-1-Stem-M,GreenleafBMR,1,Stem,M,16,0.2006,0.0929,0.959693817,34.26754681,89.15555556,3.12,91.98,6.62,1.94,95.8430683,3.12,91.98,6.62,1.94,95.8430683
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,1,0.1862,0.0792,1.044893378,28.4319604,82.75555556,3.75,117.3,6.59,2.88,112.2602578,3.75,117.3,6.59,2.88,112.2602578
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,2,0.1857,0.0832,0.991987179,32.05567264,82.53333333,3.19,106.08,6.85,2.23,106.9368659,3.19,106.08,6.85,2.23,106.9368659
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,3,0.1883,0.0823,1.016875928,30.35096382,83.68888889,1.8,83.62,7.26,0.9,82.23225438,,,,,
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,4,0.1878,0.0791,1.055204383,27.72572722,83.46666667,3.72,119.27,6.98,2.96,113.0302356,3.72,119.27,6.98,2.96,113.0302356
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,5,0.1884,0.0802,1.044056525,28.48927909,83.73333333,3.12,109.62,7.62,2.29,104.9943153,3.12,109.62,7.62,2.29,104.9943153
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,6,0.1904,0.0798,1.06042885,27.36788699,84.62222222,3.68,116.8,7.19,2.88,110.1441176,3.68,116.8,7.19,2.88,110.1441176
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,7,0.1851,0.0797,1.061759375,27.27675511,84.62222222,1.09,62.86,6.96,0.38,59.20362132,,,,,
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,8,0.186,0.08,1.028333333,29.56621005,82.26666667,0.53,3.27,1.63,0.01,3.179902755,,,,,
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,9,0.1905,0.079,1.046413502,28.32784232,82.66666667,3.95,124.52,6.97,3.29,118.9969355,3.95,124.52,6.97,3.29,118.9969355
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,10,0.1907,0.0784,1.079931973,26.03205666,84.66666667,3.51,120.82,8.04,2.85,111.8774173,3.51,120.82,8.04,2.85,111.8774173
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,11,0.1913,0.08,1.059444444,27.43531202,84.75555556,4.65,138.55,8.28,4.48,130.7760881,4.65,138.55,8.28,4.48,130.7760881
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,12,0.1884,0.0781,1.088632807,25.43610911,85.02222222,1.52,84.66,8.58,0.78,77.76726869,,,,,
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,13,0.1922,0.0798,1.049289891,28.13082936,83.73333333,2.79,108.09,7.27,1.97,103.0125239,2.79,108.09,7.27,1.97,103.0125239
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,14,0.1907,0.0783,1.090960692,25.2766649,85.42222222,4.33,138.11,8.27,4.04,126.5948452,4.33,138.11,8.27,4.04,126.5948452
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,15,0.1893,0.0787,1.076944797,26.23665771,84.75555556,4.28,133.2,7.96,3.83,123.6832197,4.28,133.2,7.96,3.83,123.6832197
GreenleafBMR-1-Stem-H,GreenleafBMR,1,Stem,H,16,0.1847,0.0797,1.055625261,27.6968999,84.13333333,0.92,52.92,6.79,0.27,50.13142631,,,,,
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,1,0.1941,0.0803,1.074304691,26.41748694,86.26666667,1.77,83.97,7.42,0.92,78.16218315,1.77,83.97,7.42,0.92,78.16218315
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,2,0.1926,0.0812,1.054187192,27.7953978,85.6,2.04,86.73,6.92,1.06,82.27191589,2.04,86.73,6.92,1.06,82.27191589
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,3,0.1943,0.0806,1.071408878,26.61583028,86.35555556,2.26,90.03,6.84,1.31,84.02954452,2.26,90.03,6.84,1.31,84.02954452
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,4,0.1932,0.0785,1.093842887,25.07925428,85.86666667,2.64,99.17,7.32,1.73,90.66201475,2.64,99.17,7.32,1.73,90.66201475
Graingrass-2-Leaf-L,Graingrass,2,Leaf,L,5,0.1925,0.081,1.056241427,27.65469681,85.55555556,2.25,89.66,6.95,1.31,84.8858961,2.25,89.66,6.95,1.31,84.8858961
